CPRO,CMUN,NOMBRE
20,0646,Pasaia
20,0701,Segura
20,0659,Soraluze/Placencia de las Armas
20,0718,Tolosa
20,0723,Urnieta
20,0776,Urretxu
20,0739,Usurbil
20,0757,Villabona
20,0782,Zaldibia
20,0795,Zarautz
20,0258,Zegama
20,0261,Zerain
20,0277,Zestoa
20,0283,Zizurkil
20,0816,Zumaia
20,0809,Zumarraga
21,0010,Alájar
21,0025,Aljaraque
21,0031,Almendro (El)
21,0046,Almonaster la Real
21,0059,Almonte
21,0062,Alosno
21,0078,Aracena
21,0084,Aroche
21,0097,Arroyomolinos de León
21,0101,Ayamonte
21,0118,Beas
21,0123,Berrocal
21,0139,Bollullos Par del Condado
21,0144,Bonares
21,0157,Cabezas Rubias
21,0160,Cala
21,0176,Calañas
21,0182,Campillo (El)
21,0195,Campofrío
21,0209,Cañaveral de León
21,0216,Cartaya
21,0221,Castaño del Robledo
21,0237,Cerro de Andévalo (El)
21,0307,Chucena
21,0242,Corteconcepción
21,0255,Cortegana
21,0268,Cortelazor
21,0274,Cumbres de Enmedio
21,0280,Cumbres de San Bartolomé
21,0293,Cumbres Mayores
21,0314,Encinasola
21,0329,Escacena del Campo
21,0335,Fuenteheridos
21,0340,Galaroza
21,0353,Gibraleón
21,0366,Granada de Río-Tinto (La)
21,0372,Granado (El)
21,0388,Higuera de la Sierra
21,0391,Hinojales
21,0405,Hinojos
21,0412,Huelva
21,0427,Isla Cristina
21,0433,Jabugo
21,0448,Lepe
21,0451,Linares de la Sierra
21,0464,Lucena del Puerto
21,0470,Manzanilla
21,0486,Marines (Los)
21,0499,Minas de Riotinto
21,0502,Moguer
21,0519,Nava (La)
21,0524,Nerva
21,0530,Niebla
21,0545,Palma del Condado (La)
21,0558,Palos de la Frontera
21,0561,Paterna del Campo
21,0577,Paymogo
21,0583,Puebla de Guzmán
21,0596,Puerto Moral
21,0600,Punta Umbría
21,0617,Rociana del Condado
21,0622,Rosal de la Frontera
21,0638,San Bartolomé de la Torre
21,0643,San Juan del Puerto
21,0669,San Silvestre de Guzmán
21,0656,Sanlúcar de Guadiana
21,0675,Santa Ana la Real
21,0681,Santa Bárbara de Casa
21,0694,Santa Olalla del Cala
21,0708,Trigueros
21,0715,Valdelarco
21,0720,Valverde del Camino
21,0736,Villablanca
21,0741,Villalba del Alcor
21,0754,Villanueva de las Cruces
21,0767,Villanueva de los Castillejos
21,0773,Villarrasa
21,0789,Zalamea la Real
21,0792,Zufre
22,0015,Abiego
22,0020,Abizanda
22,0036,Adahuesca
22,0041,Agüero
22,9074,Aínsa-Sobrarbe
22,0067,Aisa
22,0073,Albalate de Cinca
22,0089,Albalatillo
22,0092,Albelda
22,0113,Albero Alto
22,0128,Albero Bajo
22,0134,Alberuela de Tubo
22,0149,Alcalá de Gurrea
22,0152,Alcalá del Obispo
22,0165,Alcampell
22,0171,Alcolea de Cinca
22,0187,Alcubierre
22,0190,Alerre
22,0204,Alfántega
22,0211,Almudévar
22,0226,Almunia de San Juan
22,0232,Almuniente
22,0247,Alquézar
22,0250,Altorricón
22,0279,Angüés
22,0285,Ansó
22,0298,Antillón
22,0324,Aragüés del Puerto
22,0358,Arén
22,0361,Argavieso
22,0377,Arguis
22,0396,Ayerbe
22,0400,Azanuy-Alins
22,0417,Azara
22,0422,Azlor
22,0438,Baélls
22,0443,Bailo
22,0456,Baldellou
22,0469,Ballobar
22,0475,Banastás
22,0481,Barbastro
22,0494,Barbués
22,0507,Barbuñales
22,0514,Bárcabo
22,0529,Belver de Cinca
22,0535,Benabarre
22,0540,Benasque
22,0553,Berbegal
22,0572,Bielsa
22,0588,Bierge
22,0591,Biescas
22,0605,Binaced
22,0612,Binéfar
22,0627,Bisaurri
22,0633,Biscarrués
22,0648,Blecua y Torres
22,0664,Boltaña
22,0670,Bonansa
22,0686,Borau
22,0699,Broto
22,0725,Caldearenas
22,0746,Campo
22,0759,Camporrélls
22,0762,Canal de Berdún
22,0778,Candasnos
22,0784,Canfranc
22,0797,Capdesaso
22,0801,Capella
22,0818,Casbas de Huesca
22,0839,Castejón de Monegros
22,0844,Castejón de Sos
22,0823,Castejón del Puente
22,0857,Castelflorite
22,0860,Castiello de Jaca
22,0876,Castigaleu
22,0882,Castillazuelo
22,0895,Castillonroy
22,0942,Chalamera
22,0955,Chía
22,0968,Chimillas
22,0909,Colungo
22,0993,Esplús
22,1029,Estada
22,1035,Estadilla
22,1053,Estopiñán del Castillo
22,1066,Fago
22,1072,Fanlo
22,1091,Fiscal
22,1105,Fonz
22,1112,Foradada del Toscar
22,1127,Fraga
22,1133,Fueva (La)
22,1148,Gistaín
22,1151,Grado (El)
22,1164,Grañén
22,1170,Graus
22,1199,Gurrea de Gállego
22,1225,Hoz de Jaca
22,9080,Hoz y Costean
22,1246,Huerto
22,1259,Huesca
22,1262,Ibieca
22,1278,Igriés
22,1284,Ilche
22,1297,Isábena
22,1301,Jaca
22,1318,Jasa
22,1339,Labuerda
22,1357,Laluenga
22,1360,Lalueza
22,1376,Lanaja
22,1395,Laperdiguera
22,1416,Lascellas-Ponzano
22,1421,Lascuarre
22,1437,Laspaúles
22,1442,Laspuña
22,1493,Loarre
22,1506,Loporzano
22,1513,Loscorrales
22,9055,Lupiñén-Ortilla
22,1552,Monesma y Cajigar
22,1565,Monflorite-Lascasas
22,1571,Montanuy
22,1587,Monzón
22,1604,Naval
22,1626,Novales
22,1632,Nueno
22,1647,Olvena
22,1650,Ontiñena
22,1679,Osso de Cinca
22,1685,Palo
22,1702,Panticosa
22,1724,Peñalba
22,1730,Peñas de Riglos (Las)
22,1745,Peralta de Alcofea
22,1758,Peralta de Calasanz
22,1761,Peraltilla
22,1777,Perarrúa
22,1783,Pertusa
22,1817,Piracés
22,1822,Plan
22,1843,Poleñino
22,1869,Pozán de Vero
22,1875,Puebla de Castro (La)
22,1881,Puente de Montañana
22,9021,Puente la Reina de Jaca
22,1894,Puértolas
22,1908,Pueyo de Araguás (El)
22,1936,Pueyo de Santa Cruz
22,1954,Quicena
22,1973,Robres
22,1992,Sabiñánigo
22,2006,Sahún
22,2013,Salas Altas
22,2028,Salas Bajas
22,2034,Salillas
22,2049,Sallent de Gállego
22,2052,San Esteban de Litera
22,2071,San Juan de Plan
22,9037,San Miguel del Cinca
22,2065,Sangarrén
22,2087,Santa Cilia
22,2090,Santa Cruz de la Serós
22,9068,Santa María de Dulcis
22,2126,Santaliestra y San Quílez
22,2132,Sariñena
22,2147,Secastilla
22,2150,Seira
22,2179,Sena
22,2185,Senés de Alcubierre
22,2202,Sesa
22,2219,Sesué
22,2224,Siétamo
22,2230,Sopeira
22,9042,Sotonera (La)
22,2258,Tamarite de Litera
22,2261,Tardienta
22,2277,Tella-Sin
22,2283,Tierz
22,2296,Tolva
22,2300,Torla
22,2322,Torralba de Aragón
22,2338,Torre la Ribera
22,2343,Torrente de Cinca
22,2356,Torres de Alcanadre
22,2369,Torres de Barbués
22,2394,Tramaced
22,2420,Valfarta
22,2436,Valle de Bardají
22,9016,Valle de Hecho
22,2441,Valle de Lierp
22,2454,Velilla de Cinca
22,9093,Vencillón
22,2467,Veracruz
22,2473,Viacamp y Litera
22,2489,Vicién
22,2492,Villanova
22,2505,Villanúa
22,2512,Villanueva de Sigena
22,2527,Yebra de Basa
22,2533,Yésero
22,2548,Zaidín
23,0011,Albanchez de Mágina
23,0026,Alcalá la Real
23,0032,Alcaudete
23,0047,Aldeaquemada
23,0050,Andújar
23,0063,Arjona
23,0079,Arjonilla
23,0085,Arquillos
23,9051,Arroyo del Ojanco
23,0098,Baeza
23,0102,Bailén
23,0119,Baños de la Encina
23,0124,Beas de Segura
23,9027,Bedmar y Garcíez
23,0145,Begíjar
23,0158,Bélmez de la Moraleda
23,0161,Benatae
23,0177,Cabra del Santo Cristo
23,0183,Cambil
23,0196,Campillo de Arenas
23,0200,Canena
23,0217,Carboneros
23,9012,Cárcheles
23,0243,Carolina (La)
23,0256,Castellar
23,0269,Castillo de Locubín
23,0275,Cazalilla
23,0281,Cazorla
23,0294,Chiclana de Segura
23,0308,Chilluévar
23,0315,Escañuela
23,0320,Espelúy
23,0336,Frailes
23,0341,Fuensanta de Martos
23,0354,Fuerte del Rey
23,0373,Génave
23,0389,Guardia de Jaén (La)
23,0392,Guarromán
23,0413,Higuera de Calatrava
23,0428,Hinojares
23,0434,Hornos
23,0449,Huelma
23,0452,Huesa
23,0465,Ibros
23,0471,Iruela (La)
23,0487,Iznatoraf
23,0490,Jabalquinto
23,0503,Jaén
23,0510,Jamilena
23,0525,Jimena
23,0531,Jódar
23,0406,Lahiguera
23,0546,Larva
23,0559,Linares
23,0562,Lopera
23,0578,Lupión
23,0584,Mancha Real
23,0597,Marmolejo
23,0601,Martos
23,0618,Mengíbar
23,0623,Montizón
23,0639,Navas de San Juan
23,0644,Noalejo
23,0657,Orcera
23,0660,Peal de Becerro
23,0676,Pegalajar
23,0695,Porcuna
23,0709,Pozo Alcón
23,0716,Puente de Génave
23,0721,Puerta de Segura (La)
23,0737,Quesada
23,0742,Rus
23,0755,Sabiote
23,0768,Santa Elena
23,0774,Santiago de Calatrava
23,9048,Santiago-Pontones
23,0793,Santisteban del Puerto
23,0807,Santo Tomé
23,0814,Segura de la Sierra
23,0829,Siles
23,0840,Sorihuela del Guadalimar
23,0866,Torre del Campo
23,0853,Torreblascopedro
23,0872,Torredonjimeno
23,0888,Torreperogil
23,0905,Torres
23,0912,Torres de Albánchez
23,0927,Úbeda
23,0933,Valdepeñas de Jaén
23,0948,Vilches
23,0951,Villacarrillo
23,0964,Villanueva de la Reina
23,0970,Villanueva del Arzobispo
23,0986,Villardompardo
23,0999,Villares (Los)
23,1010,Villarrodrigo
23,9033,Villatorres
24,0016,Acebedo
24,0021,Algadefe
24,0037,Alija del Infantado
24,0042,Almanza
24,0055,Antigua (La)
24,0068,Ardón
24,0074,Arganza
24,0080,Astorga
24,0093,Balboa
24,0107,Bañeza (La)
24,0114,Barjas
24,0129,Barrios de Luna (Los)
24,0140,Bembibre
24,0153,Benavides
24,0166,Benuza
24,0172,Bercianos del Páramo
24,0188,Bercianos del Real Camino
24,0191,Berlanga del Bierzo
24,0205,Boca de Huérgano
24,0212,Boñar
24,0227,Borrenes
24,0233,Brazuelo
24,0248,Burgo Ranero (El)
24,0251,Burón
24,0264,Bustillo del Páramo
24,0270,Cabañas Raras
24,0286,Cabreros del Río
24,0299,Cabrillanes
24,0303,Cacabelos
24,0310,Calzada del Coto
24,0325,Campazas
24,0331,Campo de Villavidel
24,0346,Camponaraya
24,0362,Candín
24,0378,Cármenes
24,0384,Carracedelo
24,0397,Carrizo
24,0401,Carrocera
24,0418,Carucedo
24,0423,Castilfalé
24,0439,Castrillo de Cabrera
24,0444,Castrillo de la Valduerna
24,0460,Castrocalbón
24,0476,Castrocontrigo
24,0495,Castropodame
24,0508,Castrotierra de Valmadrigal
24,0515,Cea
24,0520,Cebanico
24,0536,Cebrones del Río
24,0652,Chozas de Abajo
24,0541,Cimanes de la Vega
24,0554,Cimanes del Tejar
24,0567,Cistierna
24,0573,Congosto
24,0589,Corbillos de los Oteros
24,0592,Corullón
24,0606,Crémenes
24,0613,Cuadros
24,0628,Cubillas de los Oteros
24,0634,Cubillas de Rueda
24,0649,Cubillos del Sil
24,0665,Destriana
24,0671,Encinedo
24,0687,Ercina (La)
24,0690,Escobar de Campos
24,0704,Fabero
24,0711,Folgoso de la Ribera
24,0732,Fresno de la Vega
24,0747,Fuentes de Carbajal
24,0763,Garrafe de Torío
24,0779,Gordaliza del Pino
24,0785,Gordoncillo
24,0798,Gradefes
24,0802,Grajal de Campos
24,0819,Gusendos de los Oteros
24,0824,Hospital de Órbigo
24,0830,Igüeña
24,0845,Izagre
24,0861,Joarilla de las Matas
24,0877,Laguna Dalga
24,0883,Laguna de Negrillos
24,0896,León
24,0922,Llamas de la Ribera
24,0900,Lucillo
24,0917,Luyego
24,0938,Magaz de Cepeda
24,0943,Mansilla de las Mulas
24,0956,Mansilla Mayor
24,0969,Maraña
24,0975,Matadeón de los Oteros
24,0981,Matallana de Torío
24,0994,Matanza
24,1008,Molinaseca
24,1015,Murias de Paredes
24,1020,Noceda del Bierzo
24,1036,Oencia
24,1041,Omañas (Las)
24,1054,Onzonilla
24,1067,Oseja de Sajambre
24,1073,Pajares de los Oteros
24,1089,Palacios de la Valduerna
24,1092,Palacios del Sil
24,1106,Páramo del Sil
24,1128,Peranzanes
24,1134,Pobladura de Pelayo García
24,1149,Pola de Gordón (La)
24,1152,Ponferrada
24,1165,Posada de Valdeón
24,1171,Pozuelo del Páramo
24,1187,Prado de la Guzpeña
24,1190,Priaranza del Bierzo
24,1204,Prioro
24,1211,Puebla de Lillo
24,1226,Puente de Domingo Flórez
24,1232,Quintana del Castillo
24,1247,Quintana del Marco
24,1250,Quintana y Congosto
24,1279,Regueras de Arriba
24,1298,Reyero
24,1302,Riaño
24,1319,Riego de la Vega
24,1324,Riello
24,1330,Rioseco de Tapia
24,1345,Robla (La)
24,1361,Roperuelos del Páramo
24,1377,Sabero
24,1396,Sahagún
24,1417,San Adrián del Valle
24,1422,San Andrés del Rabanedo
24,1443,San Cristóbal de la Polantera
24,1456,San Emiliano
24,1469,San Esteban de Nogales
24,1481,San Justo de la Vega
24,1494,San Millán de los Caballeros
24,1507,San Pedro Bercianos
24,1438,Sancedo
24,1514,Santa Colomba de Curueño
24,1529,Santa Colomba de Somoza
24,1535,Santa Cristina de Valmadrigal
24,1540,Santa Elena de Jamuz
24,1553,Santa María de la Isla
24,1588,Santa María de Ordás
24,1566,Santa María del Monte de Cea
24,1572,Santa María del Páramo
24,1591,Santa Marina del Rey
24,1605,Santas Martas
24,1612,Santiago Millas
24,1627,Santovenia de la Valdoncina
24,1633,Sariegos
24,1648,Sena de Luna
24,1651,Sobrado
24,1664,Soto de la Vega
24,1670,Soto y Amío
24,1686,Toral de los Guzmanes
24,1699,Toreno
24,1703,Torre del Bierzo
24,1710,Trabadelo
24,1725,Truchas
24,1731,Turcia
24,1746,Urdiales del Páramo
24,1857,Val de San Lorenzo
24,1759,Valdefresno
24,1762,Valdefuentes del Páramo
24,1778,Valdelugueros
24,1784,Valdemora
24,1797,Valdepiélago
24,1801,Valdepolo
24,1818,Valderas
24,1823,Valderrey
24,1839,Valderrueda
24,1844,Valdesamario
24,1876,Valdevimbre
24,1882,Valencia de Don Juan
24,1916,Vallecillo
24,1895,Valverde de la Virgen
24,1909,Valverde-Enrique
24,1937,Vecilla (La)
24,1968,Vega de Espinareda
24,1974,Vega de Infanzones
24,1980,Vega de Valcarce
24,1942,Vegacervera
24,1993,Vegaquemada
24,2014,Vegas del Condado
24,2029,Villablino
24,2035,Villabraz
24,2053,Villadangos del Páramo
24,2066,Villadecanes
24,2072,Villademor de la Vega
24,2091,Villafranca del Bierzo
24,2105,Villagatón
24,2112,Villamandos
24,9017,Villamanín
24,2127,Villamañán
24,2133,Villamartín de Don Sancho
24,2148,Villamejil
24,2151,Villamol
24,2164,Villamontán de la Valduerna
24,2170,Villamoratiel de las Matas
24,2186,Villanueva de las Manzanas
24,2199,Villaobispo de Otero
24,9022,Villaornate y Castro
24,2210,Villaquejida
24,2225,Villaquilambre
24,2231,Villarejo de Órbigo
24,2246,Villares de Órbigo
24,2259,Villasabariego
24,2262,Villaselán
24,2278,Villaturiel
24,2284,Villazala
24,2297,Villazanzo de Valderaduey
24,2301,Zotes del Páramo
25,0019,Abella de la Conca
25,0024,Àger
25,0030,Agramunt
25,0387,Aitona
25,0045,Alamús (Els)
25,0058,Alàs i Cerc
25,0061,Albagés (L')
25,0077,Albatàrrec
25,0083,Albesa
25,0096,Albi (L')
25,0100,Alcanó
25,0117,Alcarràs
25,0122,Alcoletge
25,0138,Alfarràs
25,0143,Alfés
25,0156,Algerri
25,0169,Alguaire
25,0175,Alins
25,0194,Almacelles
25,0208,Almatret
25,0215,Almenar
25,0220,Alòs de Balaguer
25,0236,Alpicat
25,0241,Alt Àneu
25,0273,Anglesola
25,0292,Arbeca
25,0313,Arres
25,0328,Arsèguel
25,0334,Artesa de Lleida
25,0349,Artesa de Segre
25,0365,Aspa
25,0371,Avellanes i Santa Linya (Les)
25,0390,Baix Pallars
25,0404,Balaguer
25,0411,Barbens
25,0426,Baronia de Rialb (La)
25,0447,Bassella
25,0450,Bausen
25,0463,Belianes
25,1706,Bellaguarda
25,0479,Bellcaire d'Urgell
25,0485,Bell-lloc d'Urgell
25,0498,Bellmunt d'Urgell
25,0501,Bellpuig
25,0518,Bellver de Cerdanya
25,0523,Bellvís
25,0539,Benavent de Segrià
25,0557,Biosca
25,0576,Bòrdes (Es)
25,0582,Borges Blanques (Les)
25,0595,Bossòst
25,0560,Bovera
25,0609,Cabanabona
25,0616,Cabó
25,0621,Camarasa
25,0637,Canejan
25,9046,Castell de Mur
25,0642,Castellar de la Ribera
25,0674,Castelldans
25,0680,Castellnou de Seana
25,0693,Castelló de Farfanya
25,0707,Castellserà
25,0714,Cava
25,0729,Cervera
25,0735,Cervià de les Garrigues
25,0740,Ciutadilla
25,0753,Clariana de Cardener
25,0766,Cogul (El)
25,0772,Coll de Nargó
25,1636,Coma i la Pedra (La)
25,1615,Conca de Dalt
25,0788,Corbins
25,0791,Cubells
25,0812,Espluga Calba (L')
25,0827,Espot
25,0886,Estamariu
25,0851,Estaràs
25,0864,Esterri d'Àneu
25,0870,Esterri de Cardós
25,0899,Farrera
25,9084,Fígols i Alinyà
25,0925,Floresta (La)
25,0931,Fondarella
25,0946,Foradada
25,0962,Fuliola (La)
25,0978,Fulleda
25,0984,Gavet de la Conca
25,9123,Gimenells i el Pla de la Font
25,0997,Golmés
25,1001,Gósol
25,1018,Granadella (La)
25,1023,Granja d'Escarp (La)
25,1039,Granyanella
25,1057,Granyena de les Garrigues
25,1044,Granyena de Segarra
25,1095,Guimerà
25,9031,Guingueta d'Àneu (La)
25,1109,Guissona
25,1116,Guixers
25,1155,Isona i Conca Dellà
25,1121,Ivars de Noguera
25,1137,Ivars d'Urgell
25,1142,Ivorra
25,9101,Josa i Tuixén
25,1180,Juncosa
25,1193,Juneda
25,1214,Les
25,1229,Linyola
25,1235,Lladorre
25,1240,Lladurs
25,1253,Llardecans
25,1266,Llavorsí
25,1207,Lleida
25,1272,Lles de Cerdanya
25,1288,Llimiana
25,1291,Llobera
25,1333,Maials
25,1305,Maldà
25,1312,Massalcoreig
25,1327,Massoteres
25,1348,Menàrguens
25,1351,Miralcamp
25,1370,Mollerussa
25,1364,Molsosa (La)
25,1399,Montellà i Martinet
25,1403,Montferrer i Castellbò
25,1386,Montgai
25,1425,Montoliu de Lleida
25,1410,Montoliu de Segarra
25,1431,Montornès de Segarra
25,1459,Nalec
25,0254,Naut Aran
25,1462,Navès
25,1484,Odèn
25,1497,Oliana
25,1500,Oliola
25,1517,Olius
25,1522,Oluges (Les)
25,1538,Omellons (Els)
25,1543,Omells de na Gaia (Els)
25,1556,Organyà
25,1569,Os de Balaguer
25,1575,Ossó de Sió
25,1581,Palau d'Anglesola (El)
25,1641,Penelles
25,1654,Peramola
25,1667,Pinell de Solsonès
25,1673,Pinós
25,9118,Plans de Sió (Els)
25,1689,Poal (El)
25,1692,Pobla de Cérvoles (La)
25,1713,Pobla de Segur (La)
25,0306,Pont de Bar (El)
25,1734,Pont de Suert (El)
25,1728,Ponts
25,1749,Portella (La)
25,1752,Prats i Sansor
25,1765,Preixana
25,1771,Preixens
25,1790,Prullans
25,1804,Puiggròs
25,1811,Puigverd d'Agramunt
25,1826,Puigverd de Lleida
25,1832,Rialp
25,9059,Ribera d'Ondara
25,1850,Ribera d'Urgellet
25,1863,Riner
25,9139,Riu de Cerdanya
25,1898,Rosselló
25,1902,Salàs de Pallars
25,1919,Sanaüja
25,1961,Sant Esteve de la Sarga
25,1924,Sant Guim de Freixenet
25,1977,Sant Guim de la Plana
25,1930,Sant Llorenç de Morunys
25,9025,Sant Martí de Riucorb
25,1945,Sant Ramon
25,2017,Sarroca de Bellera
25,2000,Sarroca de Lleida
25,2022,Senterada
25,0352,Sentiu de Sió (La)
25,2043,Seròs
25,2038,Seu d'Urgell (La)
25,2056,Sidamon
25,2069,Soleràs (El)
25,2075,Solsona
25,2081,Soriguera
25,2094,Sort
25,2108,Soses
25,2115,Sudanell
25,2120,Sunyer
25,2154,Talarn
25,2167,Talavera
25,2173,Tàrrega
25,2189,Tarrés
25,2192,Tarroja de Segarra
25,2206,Térmens
25,2213,Tírvia
25,2228,Tiurana
25,2234,Torà
25,2249,Torms (Els)
25,2252,Tornabous
25,2271,Torre de Cabdella (La)
25,2265,Torrebesses
25,2287,Torrefarrera
25,9078,Torrefeta i Florejacs
25,2304,Torregrossa
25,2311,Torrelameu
25,2326,Torres de Segre
25,2332,Torre-serona
25,2347,Tremp
25,0432,Vall de Boí (La)
25,9010,Vall de Cardós
25,2385,Vallbona de les Monges
25,2402,Vallfogona de Balaguer
25,9062,Valls d'Aguilar (Les)
25,2398,Valls de Valira (Les)
25,9097,Vansa i Fórnols (La)
25,2424,Verdú
25,2430,Vielha e Mijaran
25,2445,Vilagrassa
25,2458,Vilaller
25,2477,Vilamòs
25,2483,Vilanova de Bellpuig
25,2542,Vilanova de la Barca
25,2496,Vilanova de l'Aguda
25,2509,Vilanova de Meià
25,2516,Vilanova de Segrià
25,2521,Vila-sana
25,2537,Vilosell (El)
25,2555,Vinaixa
26,0012,Ábalos
26,0027,Agoncillo
26,0033,Aguilar del Río Alhama
26,0048,Ajamil
26,0051,Albelda de Iregua
26,0064,Alberite
26,0070,Alcanadre
26,0086,Aldeanueva de Ebro
26,0099,Alesanco
26,0103,Alesón
26,0110,Alfaro
26,0125,Almarza de Cameros
26,0131,Anguciana
26,0146,Anguiano
26,0159,Arenzana de Abajo
26,0162,Arenzana de Arriba
26,0178,Arnedillo
26,0184,Arnedo
26,0197,Arrúbal
26,0201,Ausejo
26,0218,Autol
26,0223,Azofra
26,0239,Badarán
26,0244,Bañares
26,0260,Baños de Río Tobía
26,0257,Baños de Rioja
26,0276,Berceo
26,0282,Bergasa
26,0295,Bergasillas Bajera
26,0309,Bezares
26,0316,Bobadilla
26,0321,Brieva de Cameros
26,0337,Briñas
26,0342,Briones
26,0355,Cabezón de Cameros
26,0368,Calahorra
26,0374,Camprovín
26,0380,Canales de la Sierra
26,0393,Canillas de Río Tuerto
26,0407,Cañas
26,0414,Cárdenas
26,0429,Casalarreina
26,0435,Castañares de Rioja
26,0440,Castroviejo
26,0453,Cellorigo
26,0466,Cenicero
26,0472,Cervera del Río Alhama
26,0488,Cidamón
26,0491,Cihuri
26,0504,Cirueña
26,0511,Clavijo
26,0526,Cordovín
26,0532,Corera
26,0547,Cornago
26,0550,Corporales
26,0563,Cuzcurrita de Río Tirón
26,0579,Daroca de Rioja
26,0585,Enciso
26,0598,Entrena
26,0602,Estollo
26,0619,Ezcaray
26,0624,Foncea
26,0630,Fonzaleche
26,0645,Fuenmayor
26,0658,Galbárruli
26,0661,Galilea
26,0677,Gallinero de Cameros
26,0683,Gimileo
26,0696,Grañón
26,0700,Grávalos
26,0717,Haro
26,0722,Herce
26,0738,Herramélluri
26,0743,Hervías
26,0756,Hormilla
26,0769,Hormilleja
26,0775,Hornillos de Cameros
26,0781,Hornos de Moncalvillo
26,0794,Huércanos
26,0808,Igea
26,0815,Jalón de Cameros
26,0820,Laguna de Cameros
26,0836,Lagunilla del Jubera
26,0841,Lardero
26,0867,Ledesma de la Cogolla
26,0873,Leiva
26,0889,Leza de Río Leza
26,0892,Logroño
26,0913,Lumbreras
26,0928,Manjarrés
26,0934,Mansilla de la Sierra
26,0949,Manzanares de Rioja
26,0952,Matute
26,0965,Medrano
26,0987,Munilla
26,0990,Murillo de Río Leza
26,1004,Muro de Aguas
26,1011,Muro en Cameros
26,1026,Nájera
26,1032,Nalda
26,1047,Navajún
26,1050,Navarrete
26,1063,Nestares
26,1079,Nieva de Cameros
26,1098,Ochánduri
26,1085,Ocón
26,1102,Ojacastro
26,1119,Ollauri
26,1124,Ortigosa de Cameros
26,1130,Pazuengos
26,1145,Pedroso
26,1158,Pinillos
26,1177,Pradejón
26,1183,Pradillo
26,1196,Préjano
26,1200,Quel
26,1217,Rabanera
26,1222,Rasillo de Cameros (El)
26,1238,Redal (El)
26,1243,Ribafrecha
26,1256,Rincón de Soto
26,1269,Robres del Castillo
26,1275,Rodezno
26,1281,Sajazarra
26,1294,San Asensio
26,1308,San Millán de la Cogolla
26,1315,San Millán de Yécora
26,1320,San Román de Cameros
26,1392,San Torcuato
26,1428,San Vicente de la Sonsierra
26,1341,Santa Coloma
26,1354,Santa Engracia del Jubera
26,1367,Santa Eulalia Bajera
26,1389,Santo Domingo de la Calzada
26,1406,Santurde de Rioja
26,1413,Santurdejo
26,1434,Sojuela
26,1449,Sorzano
26,1452,Sotés
26,1465,Soto en Cameros
26,1471,Terroba
26,1487,Tirgo
26,1490,Tobía
26,1503,Tormantos
26,1531,Torre en Cameros
26,1510,Torrecilla en Cameros
26,1525,Torrecilla sobre Alesanco
26,1546,Torremontalbo
26,1559,Treviana
26,1578,Tricio
26,1584,Tudelilla
26,1601,Uruñuela
26,1618,Valdemadera
26,1623,Valgañón
26,1639,Ventosa
26,1644,Ventrosa
26,1657,Viguera
26,1660,Villalba de Rioja
26,1676,Villalobar de Rioja
26,1682,Villamediana de Iregua
26,1695,Villanueva de Cameros
26,1709,Villar de Arnedo (El)
26,1716,Villar de Torre
26,1721,Villarejo
26,1737,Villarroya
26,1742,Villarta-Quintana
26,1755,Villavelayo
26,1768,Villaverde de Rioja
26,1774,Villoslada de Cameros
26,1780,Viniegra de Abajo
26,1793,Viniegra de Arriba
26,1807,Zarratón
26,1814,Zarzosa
26,1835,Zorraquín
27,0018,Abadín
27,0023,Alfoz
27,0039,Antas de Ulla
27,0044,Baleira
27,9019,Baralla
27,0057,Barreiros
27,0060,Becerreá
27,0076,Begonte
27,0082,Bóveda
27,9024,Burela
27,0095,Carballedo
27,0109,Castro de Rei
27,0116,Castroverde
27,0121,Cervantes
27,0137,Cervo
27,0168,Chantada
27,0142,Corgo (O)
27,0155,Cospeito
27,0174,Folgoso do Courel
27,0180,Fonsagrada (A)
27,0193,Foz
27,0207,Friol
27,0229,Guitiriz
27,0235,Guntín
27,0240,Incio (O)
27,0266,Láncara
27,0272,Lourenzá
27,0288,Lugo
27,0291,Meira
27,0305,Mondoñedo
27,0312,Monforte de Lemos
27,0327,Monterroso
27,0333,Muras
27,0348,Navia de Suarna
27,0351,Negueira de Muñiz
27,0370,Nogais (As)
27,0386,Ourol
27,0399,Outeiro de Rei
27,0403,Palas de Rei
27,0410,Pantón
27,0425,Paradela
27,0431,Páramo (O)
27,0446,Pastoriza (A)
27,0459,Pedrafita do Cebreiro
27,0478,Pobra do Brollón (A)
27,0462,Pol
27,0484,Pontenova (A)
27,0497,Portomarín
27,0500,Quiroga
27,0569,Rábade
27,0517,Ribadeo
27,0522,Ribas de Sil
27,0538,Ribeira de Piquín
27,0543,Riotorto
27,0556,Samos
27,0575,Sarria
27,0581,Saviñao (O)
27,0594,Sober
27,0608,Taboada
27,0615,Trabada
27,0620,Triacastela
27,0636,Valadouro (O)
27,0641,Vicedo (O)
27,0654,Vilalba
27,0667,Viveiro
27,0214,Xermade
27,0253,Xove
28,0014,Acebeda (La)
28,0029,Ajalvir
28,0035,Alameda del Valle
28,0040,Álamo (El)
28,0053,Alcalá de Henares
28,0066,Alcobendas
28,0072,Alcorcón
28,0088,Aldea del Fresno
28,0091,Algete
28,0105,Alpedrete
28,0112,Ambite
28,0127,Anchuelo
28,0133,Aranjuez
28,0148,Arganda del Rey
28,0151,Arroyomolinos
28,0164,Atazar (El)
28,0170,Batres
